Action Category,IMU1 AccX Average,IMU1 AccX Minimum,IMU1 AccX Maximum,IMU1 AccX RMS,IMU1 AccX Stdev,IMU1 AccX Skewness,IMU1 AccX Kurtosis,IMU1 AccY Average,IMU1 AccY Minimum,IMU1 AccY Maximum,IMU1 AccY RMS,IMU1 AccY Stdev,IMU1 AccY Skewness,IMU1 AccY Kurtosis,IMU1 AccZ Average,IMU1 AccZ Minimum,IMU1 AccZ Maximum,IMU1 AccZ RMS,IMU1 AccZ Stdev,IMU1 AccZ Skewness,IMU1 AccZ Kurtosis,IMU1 GyroX Average,IMU1 GyroX Minimum,IMU1 GyroX Maximum,IMU1 GyroX RMS,IMU1 GyroX Stdev,IMU1 GyroX Skewness,IMU1 GyroX Kurtosis,IMU1 GyroY Average,IMU1 GyroY Minimum,IMU1 GyroY Maximum,IMU1 GyroY RMS,IMU1 GyroY Stdev,IMU1 GyroY Skewness,IMU1 GyroY Kurtosis,IMU1 GyroZ Average,IMU1 GyroZ Minimum,IMU1 GyroZ Maximum,IMU1 GyroZ RMS,IMU1 GyroZ Stdev,IMU1 GyroZ Skewness,IMU1 GyroZ Kurtosis,IMU2 AccX Average,IMU2 AccX Minimum,IMU2 AccX Maximum,IMU2 AccX RMS,IMU2 AccX Stdev,IMU2 AccX Skewness,IMU2 AccX Kurtosis,IMU2 AccY Average,IMU2 AccY Minimum,IMU2 AccY Maximum,IMU2 AccY RMS,IMU2 AccY Stdev,IMU2 AccY Skewness,IMU2 AccY Kurtosis,IMU2 AccZ Average,IMU2 AccZ Minimum,IMU2 AccZ Maximum,IMU2 AccZ RMS,IMU2 AccZ Stdev,IMU2 AccZ Skewness,IMU2 AccZ Kurtosis,IMU2 GyroX Average,IMU2 GyroX Minimum,IMU2 GyroX Maximum,IMU2 GyroX RMS,IMU2 GyroX Stdev,IMU2 GyroX Skewness,IMU2 GyroX Kurtosis,IMU2 GyroY Average,IMU2 GyroY Minimum,IMU2 GyroY Maximum,IMU2 GyroY RMS,IMU2 GyroY Stdev,IMU2 GyroY Skewness,IMU2 GyroY Kurtosis,IMU2 GyroZ Average,IMU2 GyroZ Minimum,IMU2 GyroZ Maximum,IMU2 GyroZ RMS,IMU2 GyroZ Stdev,IMU2 GyroZ Skewness,IMU2 GyroZ Kurtosis,IMU3 AccX Average,IMU3 AccX Minimum,IMU3 AccX Maximum,IMU3 AccX RMS,IMU3 AccX Stdev,IMU3 AccX Skewness,IMU3 AccX Kurtosis,IMU3 AccY Average,IMU3 AccY Minimum,IMU3 AccY Maximum,IMU3 AccY RMS,IMU3 AccY Stdev,IMU3 AccY Skewness,IMU3 AccY Kurtosis,IMU3 AccZ Average,IMU3 AccZ Minimum,IMU3 AccZ Maximum,IMU3 AccZ RMS,IMU3 AccZ Stdev,IMU3 AccZ Skewness,IMU3 AccZ Kurtosis,IMU3 GyroX Average,IMU3 GyroX Minimum,IMU3 GyroX Maximum,IMU3 GyroX RMS,IMU3 GyroX Stdev,IMU3 GyroX Skewness,IMU3 GyroX Kurtosis,IMU3 GyroY Average,IMU3 GyroY Minimum,IMU3 GyroY Maximum,IMU3 GyroY RMS,IMU3 GyroY Stdev,IMU3 GyroY Skewness,IMU3 GyroY Kurtosis,IMU3 GyroZ Average,IMU3 GyroZ Minimum,IMU3 GyroZ Maximum,IMU3 GyroZ RMS,IMU3 GyroZ Stdev,IMU3 GyroZ Skewness,IMU3 GyroZ Kurtosis
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.7536470588235294,-0.94,-0.6339999999999999,0.7591909005839123,0.09439871634221952,-0.41679494151699986,-0.9797637323342374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3771764705882353,-0.44,-0.292,0.3790831043452082,0.03914114729750147,0.38605764391719,-0.40807233381555097,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45117647058823535,0.154,0.6460000000000001,0.47164168852312155,0.1416546130973669,-0.47148560601096423,-0.7908770922472614,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4077647058823512,-26.464,19.056,14.532651642584224,14.974016576763114,-0.7230610358830806,-0.8208372871289686,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8336470588235307,-30.286,54.748000000000005,24.27240675916488,24.94792947556264,0.8547336707831004,-0.4853069185671175,,,,,,,
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3151764705882356,-6.774,23.034,9.114493319465884,8.751503758178462,0.7995295861352398,-0.3725774480008477
1,-0.004749999999999988,-0.034,0.016,0.01849324200890692,0.018458963495639,-0.3175276331561968,-1.5226324643970166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,-0.6816250000000001,-0.7000000000000001,-0.648,0.6817340023792271,0.012590340212506844,1.0726597479848765,1.2660530053127914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,-0.7036250000000001,-0.7360000000000001,-0.684,0.7038677077405953,0.01908882744783801,-0.7529255177794043,-1.1156190131362145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,,,,0.8569999999999997,-5.336,6.287999999999999,3.494878538661966,3.4992916616557315,0.0989215993564988,-0.8953011540833469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4331250000000009,-3.784,11.096000000000002,4.681871394004753,4.603311559808512,0.77776948049573,-0.7051535537503066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5368750000000002,-6.604000000000001,4.7620000000000005,2.9810976585814832,3.0285236860006015,-0.28919749135593853,-0.6357435677444587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.759125,-0.79,-0.732,0.759300171210306,0.016843891078568127,0.14744789944979694,-1.0247287406343293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.013375000000000007,-0.04,0.018,0.021065374432940896,0.016808232110090176,0.03216471583709131,-0.9344766519853476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.622375,-0.656,-0.596,0.6226987634482664,0.020736039480415108,-0.2962822499694159,-1.3824214553883138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.853625,-2.4639999999999995,1.244,1.2685396130984636,0.9691327308475346,0.3653169640028636,-0.35848312087901046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5006250000000002,-7.482000000000001,7.787999999999999,4.4136430247585725,4.528972729365163,0.14279530895005055,-0.7887970836712972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6305,-4.0520000000000005,6.702,3.2388060300055024,3.281029797690557,0.3520591136412629,-0.7094676957750803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.723875,-0.8880000000000001,-0.604,0.7303932160144972,0.10055437998085086,-0.27132212598574074,-1.4327558237357456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.371625,-0.44,-0.272,0.37461079802910113,0.04875089742763717,0.5108988309174831,-0.7819040702845261,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.254,0.6460000000000001,0.5177653908866447,0.13887548379753717,-0.4802780911781123,-1.3159902629051052,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0946249999999997,-33.118,19.056,16.13734828743558,16.628194718108556,-0.7764887382893387,-0.7936619125016451,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9266250000000005,-30.286,55.556,25.557574117079266,26.222117094480886,0.7084203102078913,-0.76579084791969,,,,,,,
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1221250000000005,-6.774,18.52,9.410932060640965,8.153819733719896,0.15311707417640713,-1.1400839968635492
1,-0.010588235294117622,-0.034,0.016,0.017190968901277946,0.013960026967781137,0.26242467884689163,-0.49688574193313206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,-0.6871764705882353,-0.7180000000000001,-0.648,0.6873261063502449,0.014782740333399155,0.416402751468469,1.8588196881073928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,-0.7060000000000001,-0.7360000000000001,-0.682,0.7062232608160448,0.018303005217723135,-0.4957606258052705,-1.2212296725328593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,,,,1.2848235294117645,-2.392,6.287999999999999,3.0039450531514285,2.798878619985469,0.6934282078245548,-0.8932062921680806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1490588235294118,-3.784,5.642,3.022561866247591,3.1117945881474136,0.7292930607601676,-0.8853992917504843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.35541176470588254,-6.604000000000001,4.224,3.0187112559929985,3.0899747381415508,-0.33706416259697425,-0.8350770947170929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.7695294117647059,-0.804,-0.7340000000000001,0.7696796889157281,0.015676884444377096,0.007204080907977903,0.6853569015112773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.008,-0.032,0.03,0.01945129664512036,0.018275666882497064,0.3394226552575104,-0.6186803040625333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6309411764705883,-0.658,-0.596,0.631226443940217,0.01955911101071346,0.3252540169274317,-1.073529553362951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.9818823529411764,-2.576,1.244,1.4073410891381204,1.039253691498913,0.34073771655087126,-0.5044900102243823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.449294117647059,-7.482000000000001,2.04,3.3710292720386126,3.13725141972846,-0.741175755744232,-0.6419308293905615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6588235294117647,-4.0520000000000005,5.128,2.721093465329485,2.7213866005056624,-0.4454583702408568,-0.8001042638072815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.7020000000000001,-0.8880000000000001,-0.5780000000000001,0.7086392926297721,0.09975469913743414,-0.43938931143308235,-1.1181711247336854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.35105882352941176,-0.4200000000000001,-0.272,0.35326110989564913,0.04059629076072608,-0.09087135213377104,-0.6945484456699247,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5394117647058825,0.254,0.7100000000000001,0.5543787195644169,0.13188586866279944,-0.7676380498444839,-0.563009944451422,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17823529411764732,-33.118,19.374,17.03624168026021,17.55959489684134,-0.6674732520181311,-0.9788102323123522,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.213529411764706,-29.750000000000004,55.556,26.375235555123208,26.984424614297524,0.5401121505238894,-0.9316232409413994,,,,,,,
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0674117647058825,-7.652,18.52,8.837898432652548,8.087793171338703,0.3532722930505438,-1.0996096680964376
1,-0.012235294117647042,-0.034,0.0,0.015612965954050905,0.009997058390876208,-0.8103273395289833,-0.32705290755459515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,-0.6837647058823529,-0.7220000000000001,-0.62,0.684234909782237,0.026142707902407296,0.8462528679186784,0.4450561030404532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,-0.7028235294117647,-0.7220000000000001,-0.682,0.7029102528270674,0.011381098882124971,-0.30478353983711715,-0.7165666523126126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,,,,-0.6967058823529413,-3.662,1.334,1.7236922067264246,1.6251378312587013,-0.4950818001950914,-0.9659959657505888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.8316470588235296,-11.098,5.642,4.902657598630743,4.687610331250569,-0.47717672637580444,-0.3614932908170063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5992941176470588,-3.0520000000000005,4.224,2.1702792447056214,2.150091502840806,-0.04885321543348559,-0.9548128070025328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.7708235294117649,-0.804,-0.7300000000000001,0.7710619109956317,0.019761817015768214,0.059960224011568,-0.474783943514705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.013764705882352934,-0.032,0.03,0.022973130084565162,0.018958933948684677,1.0757975107903743,-0.029059135875429742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.626,-0.658,-0.608,0.6261311646085967,0.013209844813622917,-0.9779577787624665,0.24218602474528206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2956470588235294,-2.576,3.002,1.6776714254479947,1.7022404699827398,0.7379356092119691,-0.6199740092744386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5535294117647059,-4.392,2.04,2.2144961450566103,2.210191906759656,-0.45748188192959593,-1.195751922799898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3609411764705881,-7.542,5.128,4.062565575941332,4.171036508929589,-0.724006797235268,-0.9318468198280301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.7077647058823531,-0.8740000000000001,-0.5660000000000001,0.7159152102276457,0.11103576530321475,-0.28414389676914376,-1.4027935651689194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.34905882352941175,-0.4200000000000001,-0.28,0.3510384594314418,0.03837393416799238,-0.2569230446319164,-0.6053938181222907,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5428235294117648,0.302,0.7340000000000001,0.5623588973349357,0.1514580120421654,-0.4185313456085738,-1.264970797236847,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.433176470588235,-25.390000000000004,21.644,16.522181041041197,16.40617265023783,-0.7383571273350638,-1.00115753455232,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2331764705882349,-29.750000000000004,41.83200000000001,22.15911380687148,22.805694475928853,0.37531528191914787,-0.91339317680931,,,,,,,
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1830588235294117,-7.652,11.902,6.427439083839737,6.512055478788823,0.6496790623876738,-1.047553499247832
1,-0.010249999999999999,-0.036,0.014,0.01881488772222678,0.016295193565384038,-0.4988400300817642,-1.0707504130818601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,-0.6857500000000001,-0.7280000000000001,-0.62,0.6864375426795944,0.03172275734127371,0.6076455858355045,-0.6862338764066918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,-0.7023750000000001,-0.732,-0.676,0.7025416357768414,0.015802425974092295,-0.09438084141443681,-0.8518088815859723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,,,,-2.350625,-10.302,2.686,4.185514633829393,3.5766792582878697,-0.43779348406862195,-0.4532766793216769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.8571249999999997,-11.098,7.372000000000002,5.512289655850825,5.623823039830942,-0.4066153988581479,-0.8476114042373091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9704999999999999,-3.0520000000000005,4.98,2.4937313407823227,2.3724700489855155,-0.15491089211770856,-1.0557766831810096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.764375,-0.8000000000000002,-0.7060000000000001,0.7647517571081482,0.02478944667931634,0.6273296841262823,0.12258095539113967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.013749999999999991,-0.032,0.014,0.01917028951268081,0.013796134724383255,0.5559527647759427,-0.7780761315294731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
